program_id,program_name,department,district,start_date,budget_allocated,beneficiaries,completion_rate,budget_utilization,satisfaction_score,social_engagement,sentiment_score,reach_rate,cost_per_beneficiary,roi_score,effectiveness_score,impact_category,implementation_status,risk_level,strategic_recommendation,budget_efficiency_score,beneficiary_scale,satisfaction_category,budget_tier,program_age_days,program_maturity
PRG-04893,Education Assistance,Dinas Pendidikan,Batu,2024-05-13,8571622490,28740,75.96,91.54,4.55,26328,0.447,70.3,298247.13,80.54,80.54,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,87.98339523705484,Large Scale,High,Tier 4,729,Established
PRG-04894,Education Assistance,Dinas Pendidikan,Bumiaji,2025-03-28,8421247646,19858,87.58,88.7,3.75,44675,0.132,100.0,424073.3,83.99,83.99,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,94.68996617812851,Medium Scale,Moderate,Tier 4,410,Established
PRG-04895,Agricultural Innovation,Dinas Pertanian,Junrejo,2025-04-29,9435763645,19517,66.43,75.27,3.82,95471,0.603,70.36,483463.83,72.39,72.39,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,96.17377441211639,Medium Scale,Moderate,Tier 4,378,Established
PRG-04896,Public WiFi Expansion,DISKOMINFO,Bumiaji,2024-03-02,3244964912,41675,66.69,95.91,3.23,127514,0.539,45.93,77863.59,67.44,67.44,Low Impact,In Progress,High,Conduct a strategic review and redesign the program.,70.31592117610259,Large Scale,Moderate,Tier 2,801,Mature
PRG-04897,Healthcare Outreach,Dinas Kesehatan,Batu,2024-02-07,4505698566,40539,69.22,78.35,5.0,115509,0.63,81.09,111144.79,81.88,81.88,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,104.50542437779195,Large Scale,High,Tier 2,825,Mature
PRG-04898,Youth Entrepreneurship,Dinas Koperasi,Junrejo,2025-05-27,7224309477,18672,97.1,71.45,3.71,56830,0.636,79.23,386906.03,82.44,82.44,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,115.38138558432469,Medium Scale,Moderate,Tier 3,350,Growing
PRG-04899,Digital Literacy Program,DISKOMINFO,Batu,2024-05-08,5805545090,11234,75.36,78.87,4.68,48434,0.913,53.99,516783.43,78.21,78.21,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,99.16317991631797,Medium Scale,High,Tier 3,734,Mature
PRG-04900,Digital Literacy Program,DISKOMINFO,Batu,2024-11-10,5025381869,20511,87.57,89.3,4.18,141324,0.49,80.55,245009.11,84.11,84.11,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,94.18812989921612,Large Scale,High,Tier 2,548,Established
PRG-04901,Education Assistance,Dinas Pendidikan,Bumiaji,2025-01-22,2852283837,31615,85.66,92.16,4.01,125249,0.49,95.73,90219.32,86.15,86.15,High Impact,Completed,Low,Scale up program implementation.,93.4787326388889,Large Scale,High,Tier 2,475,Established
PRG-04902,Digital UMKM Empowerment,Dinas Koperasi,Batu,2024-03-29,7531712783,14995,78.85,100.0,4.25,161015,0.41,66.76,502281.61,80.3,80.3,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,80.3,Medium Scale,High,Tier 4,774,Mature
PRG-04903,Digital Literacy Program,DISKOMINFO,Bumiaji,2024-12-30,5497739709,23203,83.93,81.38,3.85,16218,0.787,76.05,236940.9,80.78,80.78,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,99.26271811255837,Large Scale,Moderate,Tier 3,498,Established
PRG-04904,Digital Literacy Program,DISKOMINFO,Bumiaji,2024-06-25,7762602361,24019,97.33,72.27,4.13,166759,0.269,94.57,323185.91,85.93,85.93,High Impact,Expanded,Low,Scale up program implementation.,118.90134218901343,Large Scale,High,Tier 4,686,Established
PRG-04905,Digital Literacy Program,DISKOMINFO,Bumiaji,2024-03-31,3791727088,40829,85.31,89.02,4.18,140778,0.452,89.63,92868.48,85.05,85.05,High Impact,Completed,Low,Scale up program implementation.,95.54032801617613,Large Scale,High,Tier 2,772,Mature
PRG-04906,Digital UMKM Empowerment,Dinas Koperasi,Bumiaji,2025-12-28,7425459162,28062,78.02,100.0,5.0,94491,0.269,60.27,264609.05,81.8,81.8,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,81.8,Large Scale,High,Tier 3,135,Early Stage
PRG-04907,Tourism Promotion Campaign,Dinas Pariwisata,Bumiaji,2025-07-17,9434854204,18506,76.82,84.29,4.7,103299,0.459,75.18,509826.77,81.5,81.5,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,96.68999881361964,Medium Scale,High,Tier 4,299,Growing
PRG-04908,Public WiFi Expansion,DISKOMINFO,Junrejo,2024-09-12,7666969410,46499,96.93,99.03,3.89,121652,0.506,58.55,164884.61,82.62,82.62,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,83.42926385943655,Large Scale,Moderate,Tier 4,607,Established
PRG-04909,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2024-08-18,9857746304,45670,78.51,74.08,4.84,96017,0.389,73.09,215847.3,80.42,80.42,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,108.55831533477321,Large Scale,High,Tier 4,632,Established
PRG-04910,Digital UMKM Empowerment,Dinas Koperasi,Bumiaji,2025-06-13,8236828459,30468,92.62,71.64,4.4,103906,0.446,100.0,270343.59,87.77,87.77,High Impact,Completed,Low,Scale up program implementation.,122.51535455053042,Large Scale,High,Tier 4,333,Growing
PRG-04911,Youth Entrepreneurship,Dinas Koperasi,Batu,2025-02-18,6535080212,22086,65.14,92.21,4.57,111167,0.263,58.51,295892.43,74.26,74.26,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,80.53356468929618,Large Scale,High,Tier 3,448,Established
PRG-04912,Smart City Initiative,DISKOMINFO,Junrejo,2024-04-10,4007092820,20326,83.05,67.2,4.28,122714,0.856,75.3,197141.24,80.75,80.75,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,120.16369047619047,Large Scale,High,Tier 2,762,Mature
PRG-04913,Smart City Initiative,DISKOMINFO,Batu,2024-04-03,8566647198,6297,69.22,80.91,4.89,29880,0.689,100.0,1360433.09,85.82,85.82,High Impact,In Progress,Low,Scale up program implementation.,106.0684711407737,Medium Scale,High,Tier 4,769,Mature
PRG-04914,Digital Literacy Program,DISKOMINFO,Batu,2025-11-03,8015127096,49013,76.15,88.76,4.46,84271,0.651,63.31,163530.64,79.39,79.39,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,89.44344299233889,Large Scale,High,Tier 4,190,Growing
PRG-04915,Digital UMKM Empowerment,Dinas Koperasi,Bumiaji,2024-07-09,625875182,17095,100.0,100.0,3.83,20782,0.083,63.45,36611.59,82.25,82.25,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,82.25,Medium Scale,Moderate,Tier 1,672,Established
PRG-04916,Education Assistance,Dinas Pendidikan,Batu,2024-11-14,2320567704,832,90.08,87.37,4.02,19616,0.615,68.79,2789143.88,82.05,82.05,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,93.91095341650451,Small Scale,High,Tier 1,544,Established
PRG-04917,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2024-05-25,9521493398,3869,96.96,76.38,2.71,11183,0.419,88.36,2460970.12,78.87,78.87,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,103.2600157109191,Small Scale,Low,Tier 4,717,Established
PRG-04918,Youth Entrepreneurship,Dinas Koperasi,Junrejo,2024-02-24,4741083889,33371,89.81,88.93,3.75,116815,0.437,100.0,142071.98,86.2,86.2,High Impact,Completed,Low,Scale up program implementation.,96.93016979646913,Large Scale,Moderate,Tier 2,808,Mature
PRG-04919,Tourism Promotion Campaign,Dinas Pariwisata,Batu,2024-03-04,1366056235,38321,75.91,76.88,4.65,29806,0.438,76.69,35647.72,80.06,80.06,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,104.13631633714881,Large Scale,High,Tier 1,799,Mature
PRG-04920,Agricultural Innovation,Dinas Pertanian,Junrejo,2025-07-17,712595084,1094,65.17,100.0,4.31,159864,0.011,51.53,651366.62,71.48,71.48,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,71.48,Small Scale,High,Tier 1,299,Growing
PRG-04921,Digital UMKM Empowerment,Dinas Koperasi,Junrejo,2024-02-03,4530218650,21515,83.16,90.08,3.96,84813,0.681,86.59,210560.94,83.97,83.97,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,93.21714031971581,Large Scale,Moderate,Tier 2,829,Mature
PRG-04922,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2025-05-01,3993059934,6853,77.95,70.01,2.78,75019,0.294,93.57,582673.27,72.98,72.98,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,104.24225110698471,Medium Scale,Low,Tier 2,376,Established
PRG-04923,Tourism Promotion Campaign,Dinas Pariwisata,Batu,2025-12-07,9514713011,43469,68.33,77.49,4.1,42729,0.465,64.03,218885.02,72.77,72.77,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,93.90889146986709,Large Scale,High,Tier 4,156,Early Stage
PRG-04924,Environmental Sustainability,Dinas Lingkungan Hidup,Bumiaji,2025-07-22,2282157530,15496,80.07,92.87,3.96,31425,0.161,71.0,147273.98,77.77,77.77,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,83.74071282437815,Medium Scale,Moderate,Tier 1,294,Growing
PRG-04925,Digital UMKM Empowerment,Dinas Koperasi,Bumiaji,2025-02-01,4754698920,35442,72.32,100.0,4.06,146379,0.342,82.65,134154.36,80.22,80.22,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,80.22,Large Scale,High,Tier 2,465,Established
PRG-04926,Youth Entrepreneurship,Dinas Koperasi,Junrejo,2024-04-10,7045029775,24872,70.72,89.18,5.0,21459,0.538,73.14,283251.44,81.91,81.91,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,91.84794797039694,Large Scale,High,Tier 3,762,Mature
PRG-04927,Healthcare Outreach,Dinas Kesehatan,Batu,2025-10-05,1017459082,24183,84.05,100.0,3.83,27117,0.274,74.91,42073.32,80.73,80.73,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,80.73,Large Scale,Moderate,Tier 1,219,Growing
PRG-04928,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2024-12-14,5754707267,15964,81.96,71.39,4.29,161813,0.622,74.6,360480.28,79.78,79.78,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,111.75234626698418,Medium Scale,High,Tier 3,514,Established
PRG-04929,Youth Entrepreneurship,Dinas Koperasi,Batu,2025-12-24,1012732580,11800,90.38,96.94,4.3,56371,0.738,75.59,85824.79,86.97,86.97,High Impact,Completed,Low,Scale up program implementation.,89.71528780689087,Medium Scale,High,Tier 1,139,Early Stage
PRG-04930,Environmental Sustainability,Dinas Lingkungan Hidup,Batu,2025-07-25,3698364980,16794,100.0,76.61,2.7,101715,0.121,66.73,220219.42,73.96,73.96,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,96.54092155071139,Medium Scale,Low,Tier 2,291,Growing
PRG-04931,Environmental Sustainability,Dinas Lingkungan Hidup,Batu,2025-04-24,9331475386,35100,87.01,93.84,3.74,66287,0.666,78.23,265854.0,82.88,82.88,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,88.32054560954816,Large Scale,Moderate,Tier 4,383,Established
PRG-04932,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2024-04-24,8855830578,22670,61.96,78.91,4.49,23479,0.291,100.0,390640.96,79.32,79.32,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,100.51957926751996,Large Scale,High,Tier 4,748,Mature
PRG-04933,Digital UMKM Empowerment,Dinas Koperasi,Junrejo,2024-01-29,2698961916,25847,65.59,86.45,3.45,54529,0.447,87.83,104420.7,74.67,74.67,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,86.37362637362637,Large Scale,Moderate,Tier 1,834,Mature
PRG-04934,Agricultural Innovation,Dinas Pertanian,Junrejo,2024-06-07,9960965167,45550,70.28,81.02,4.44,147505,0.444,73.62,218682.0,77.36,77.36,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,95.48259688965689,Large Scale,High,Tier 4,704,Established
PRG-04935,Agricultural Innovation,Dinas Pertanian,Bumiaji,2025-10-10,9037725542,45045,73.4,95.57,4.67,113892,0.692,77.42,200637.71,83.64,83.64,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,87.51700324369573,Large Scale,High,Tier 4,214,Growing
PRG-04936,Digital Literacy Program,DISKOMINFO,Junrejo,2025-05-17,3828144100,34263,82.15,100.0,5.0,37236,0.015,64.94,111728.22,82.71,82.71,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,82.71,Large Scale,High,Tier 2,360,Growing
PRG-04937,Youth Entrepreneurship,Dinas Koperasi,Batu,2025-05-11,1473604824,12531,75.2,78.2,3.94,157353,0.625,83.76,117596.75,78.85,78.85,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,100.8312020460358,Medium Scale,Moderate,Tier 1,366,Established
PRG-04938,Environmental Sustainability,Dinas Lingkungan Hidup,Junrejo,2025-07-27,4207807308,46848,79.21,86.2,4.73,74244,0.471,66.19,89818.29,80.95,80.95,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,93.90951276102089,Large Scale,High,Tier 2,289,Growing
PRG-04939,Smart City Initiative,DISKOMINFO,Batu,2024-10-20,2849475467,45453,98.12,100.0,3.82,188680,0.645,74.71,62690.59,86.72,86.72,High Impact,Expanded,Low,Scale up program implementation.,86.72,Large Scale,Moderate,Tier 2,569,Established
PRG-04940,Youth Entrepreneurship,Dinas Koperasi,Junrejo,2024-12-26,635196254,4647,55.76,100.0,2.78,55653,0.409,84.51,136689.53,69.59,69.59,Low Impact,In Progress,High,Conduct a strategic review and redesign the program.,69.59,Small Scale,Low,Tier 1,502,Established
PRG-04941,Public WiFi Expansion,DISKOMINFO,Bumiaji,2024-09-20,1759113584,15220,65.31,83.06,3.91,174348,0.611,93.66,115579.08,78.38,78.38,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,94.36551890199856,Medium Scale,Moderate,Tier 1,599,Established
PRG-04942,Public WiFi Expansion,DISKOMINFO,Batu,2025-02-08,4640386115,8421,80.42,89.12,4.45,189867,0.503,64.41,551049.3,80.13,80.13,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,89.91247755834829,Medium Scale,High,Tier 2,458,Established
PRG-04943,Public WiFi Expansion,DISKOMINFO,Batu,2025-02-04,3012900290,43906,90.07,81.46,3.88,193921,0.381,100.0,68621.61,85.54,85.54,High Impact,Completed,Low,Scale up program implementation.,105.00859317456421,Large Scale,Moderate,Tier 2,462,Established
PRG-04944,Education Assistance,Dinas Pendidikan,Bumiaji,2025-11-15,8073824182,31401,78.59,89.58,3.76,124265,0.754,100.0,257119.97,84.59,84.59,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,94.42956016968074,Large Scale,Moderate,Tier 4,178,Early Stage
PRG-04945,Youth Entrepreneurship,Dinas Koperasi,Junrejo,2025-04-11,5909861789,15534,83.48,95.36,3.23,134373,0.355,94.94,380446.88,81.25,81.25,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,85.20343959731544,Medium Scale,Moderate,Tier 3,396,Established
PRG-04946,Environmental Sustainability,Dinas Lingkungan Hidup,Batu,2025-02-02,8234579052,4066,81.09,83.82,3.36,32636,0.626,61.49,2025228.49,74.15,74.15,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,88.46337389644478,Small Scale,Moderate,Tier 4,464,Established
PRG-04947,Healthcare Outreach,Dinas Kesehatan,Batu,2025-03-23,1008499097,39808,88.15,100.0,4.92,173627,0.29,63.0,25334.08,85.1,85.1,High Impact,Completed,Low,Scale up program implementation.,85.1,Large Scale,High,Tier 1,415,Established
PRG-04948,Agricultural Innovation,Dinas Pertanian,Junrejo,2025-12-14,1110046667,16356,83.28,90.78,4.69,84025,0.467,87.69,67867.86,86.93,86.93,High Impact,Completed,Low,Scale up program implementation.,95.75897774840273,Medium Scale,High,Tier 1,149,Early Stage
PRG-04949,Healthcare Outreach,Dinas Kesehatan,Batu,2024-04-28,8397283350,21030,99.11,86.63,5.0,64532,0.015,67.73,399300.21,86.35,86.35,High Impact,Expanded,Low,Scale up program implementation.,99.67678633267921,Large Scale,High,Tier 4,744,Mature
PRG-04950,Digital Literacy Program,DISKOMINFO,Batu,2025-02-01,812242559,40065,74.01,84.45,4.36,59882,0.302,100.0,20273.12,83.16,83.16,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,98.47246891651864,Large Scale,High,Tier 1,465,Established
PRG-04951,Environmental Sustainability,Dinas Lingkungan Hidup,Batu,2024-08-10,5643759997,22172,77.33,98.14,3.31,20330,0.557,100.0,254544.47,82.26,82.26,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,83.81903403301406,Large Scale,Moderate,Tier 3,640,Established
PRG-04952,Smart City Initiative,DISKOMINFO,Bumiaji,2025-06-19,8088536155,37343,77.19,100.0,4.06,80278,0.515,74.08,216601.13,80.86,80.86,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,80.86,Large Scale,High,Tier 4,327,Growing
PRG-04953,Public WiFi Expansion,DISKOMINFO,Junrejo,2024-08-04,3484307117,1732,95.96,62.79,3.25,147911,0.414,80.12,2011724.66,77.57,77.57,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,123.53878006051917,Small Scale,Moderate,Tier 2,646,Established
PRG-04954,Agricultural Innovation,Dinas Pertanian,Bumiaji,2024-08-15,2982007078,33057,92.23,81.77,4.34,157225,-0.019,42.87,90208.04,75.13,75.13,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,91.87966246789776,Large Scale,High,Tier 2,635,Established
PRG-04955,Digital Literacy Program,DISKOMINFO,Bumiaji,2024-10-26,2662040254,13568,87.67,99.16,4.84,146183,0.656,84.21,196199.9,90.48,90.48,High Impact,Completed,Low,Scale up program implementation.,91.24647035094797,Medium Scale,High,Tier 1,563,Established
PRG-04956,Tourism Promotion Campaign,Dinas Pariwisata,Batu,2024-01-11,9550084162,6023,80.74,71.46,3.89,113293,0.745,63.57,1585602.55,75.83,75.83,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,106.11530926392389,Medium Scale,Moderate,Tier 4,852,Mature
PRG-04957,Education Assistance,Dinas Pendidikan,Bumiaji,2024-03-17,3996307098,42230,77.27,90.58,4.67,193613,0.851,56.15,94631.95,80.62,80.62,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,89.00419518657542,Large Scale,High,Tier 2,786,Mature
PRG-04958,Healthcare Outreach,Dinas Kesehatan,Batu,2024-02-17,1132906836,34282,87.31,83.52,3.34,109287,0.554,72.17,33046.7,77.63,77.63,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,92.9477969348659,Large Scale,Moderate,Tier 1,815,Mature
PRG-04959,Healthcare Outreach,Dinas Kesehatan,Batu,2025-01-21,6043950854,17948,58.23,77.45,3.78,168414,0.487,100.0,336747.87,75.41,75.41,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,97.36604260813426,Medium Scale,Moderate,Tier 3,476,Established
PRG-04960,Tourism Promotion Campaign,Dinas Pariwisata,Batu,2025-11-14,1917317076,35087,80.16,98.03,4.16,32363,0.162,71.96,54644.66,79.75,79.75,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,81.35264714883199,Large Scale,High,Tier 1,179,Early Stage
PRG-04961,Digital Literacy Program,DISKOMINFO,Bumiaji,2024-04-02,901460920,29928,72.23,100.0,4.3,61157,0.638,91.95,30120.99,84.75,84.75,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,84.75,Large Scale,High,Tier 1,770,Mature
PRG-04962,Healthcare Outreach,Dinas Kesehatan,Batu,2024-05-01,6936733989,10940,92.7,84.91,3.87,134251,0.074,77.78,634070.75,80.81,80.81,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,95.17135790837358,Medium Scale,Moderate,Tier 3,741,Mature
PRG-04963,Digital Literacy Program,DISKOMINFO,Batu,2025-05-17,8176128752,3890,64.33,83.15,5.0,50394,0.52,100.0,2101832.58,84.37,84.37,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,101.46722790138304,Small Scale,High,Tier 4,360,Growing
PRG-04964,Digital UMKM Empowerment,Dinas Koperasi,Junrejo,2025-04-28,6242199636,31869,70.74,78.25,4.64,57060,0.157,73.59,195870.58,76.65,76.65,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,97.95527156549522,Large Scale,High,Tier 3,379,Established
PRG-04965,Digital UMKM Empowerment,Dinas Koperasi,Batu,2025-07-13,3808964860,47518,81.45,94.35,4.15,13225,0.249,99.28,80158.36,85.46,85.46,High Impact,Completed,Low,Scale up program implementation.,90.5776364599894,Large Scale,High,Tier 2,303,Growing
PRG-04966,Environmental Sustainability,Dinas Lingkungan Hidup,Junrejo,2024-12-03,3966811717,21407,93.77,94.9,3.46,5695,0.908,76.06,185304.42,84.4,84.4,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,88.93572181243414,Large Scale,Moderate,Tier 2,525,Established
PRG-04967,Public WiFi Expansion,DISKOMINFO,Batu,2025-08-29,7212120056,33205,85.83,97.05,4.18,3897,0.605,72.84,217199.82,83.81,83.81,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,86.35754765584751,Large Scale,High,Tier 3,256,Growing
PRG-04968,Youth Entrepreneurship,Dinas Koperasi,Batu,2024-12-15,6350950579,35099,97.7,89.29,4.71,73135,0.205,86.79,180943.92,89.66,89.66,High Impact,Expanded,Low,Scale up program implementation.,100.41438010975473,Large Scale,High,Tier 3,513,Established
PRG-04969,Public WiFi Expansion,DISKOMINFO,Junrejo,2025-10-16,7365754002,14126,86.76,88.44,4.48,36579,0.649,77.59,521432.39,85.45,85.45,High Impact,Completed,Low,Scale up program implementation.,96.61917684305745,Medium Scale,High,Tier 3,208,Growing
PRG-04970,Public WiFi Expansion,DISKOMINFO,Batu,2025-01-27,581006442,47999,99.64,82.01,4.54,131836,0.137,63.18,12104.55,83.24,83.24,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,101.49981709547615,Large Scale,High,Tier 1,470,Established
PRG-04971,Digital Literacy Program,DISKOMINFO,Junrejo,2025-03-21,5998346695,42000,91.79,98.78,4.14,54664,0.761,86.31,142817.78,89.12,89.12,High Impact,Completed,Low,Scale up program implementation.,90.22069244786394,Large Scale,High,Tier 3,417,Established
PRG-04972,Environmental Sustainability,Dinas Lingkungan Hidup,Junrejo,2024-05-24,4952500113,36652,97.08,91.67,4.78,55879,0.221,100.0,135122.23,92.85,92.85,High Impact,Expanded,Low,Scale up program implementation.,101.28722591905748,Large Scale,High,Tier 2,718,Established
PRG-04973,Digital UMKM Empowerment,Dinas Koperasi,Junrejo,2024-04-14,4912290640,22313,79.99,86.27,4.38,22384,0.566,67.92,220153.75,80.26,80.26,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,93.03349947838184,Large Scale,High,Tier 2,758,Mature
PRG-04974,Tourism Promotion Campaign,Dinas Pariwisata,Batu,2025-05-27,2492200279,40165,85.62,100.0,4.38,10519,0.599,100.0,62049.05,90.59,90.59,High Impact,Completed,Low,Scale up program implementation.,90.59,Large Scale,High,Tier 1,350,Growing
PRG-04975,Healthcare Outreach,Dinas Kesehatan,Junrejo,2024-09-26,3732557668,17401,90.69,81.43,3.75,123785,0.365,100.0,214502.48,85.01,85.01,High Impact,Completed,Low,Scale up program implementation.,104.39641409799829,Medium Scale,Moderate,Tier 2,593,Established
PRG-04976,Environmental Sustainability,Dinas Lingkungan Hidup,Bumiaji,2024-03-03,1429916407,20899,86.72,88.01,4.65,138843,0.444,91.44,68420.33,87.97,87.97,High Impact,Completed,Low,Scale up program implementation.,99.9545506192478,Large Scale,High,Tier 1,800,Mature
PRG-04977,Environmental Sustainability,Dinas Lingkungan Hidup,Junrejo,2024-11-10,4703485067,2031,89.62,74.48,4.18,72629,0.697,55.95,2315846.91,78.63,78.63,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,105.5719656283566,Small Scale,High,Tier 2,548,Established
PRG-04978,Youth Entrepreneurship,Dinas Koperasi,Batu,2024-07-09,8611764189,23618,80.58,79.48,4.24,153399,0.809,31.08,364627.16,72.54,72.54,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,91.2682435832914,Large Scale,High,Tier 4,672,Established
PRG-04979,Digital Literacy Program,DISKOMINFO,Batu,2024-11-04,5572647985,22122,99.91,72.69,3.62,8624,0.329,63.75,251905.25,78.38,78.38,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,107.82776172788553,Large Scale,Moderate,Tier 3,554,Established
PRG-04980,Smart City Initiative,DISKOMINFO,Batu,2025-07-30,5536958650,13049,77.46,70.93,3.9,45770,-0.026,66.6,424320.53,71.58,71.58,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,100.91639644720146,Medium Scale,Moderate,Tier 3,286,Growing
PRG-04981,Digital Literacy Program,DISKOMINFO,Junrejo,2025-12-02,7063042060,18731,83.61,68.59,5.0,142182,0.654,62.32,377077.68,81.11,81.11,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,118.25338970695435,Medium Scale,High,Tier 3,161,Early Stage
PRG-04982,Public WiFi Expansion,DISKOMINFO,Junrejo,2024-07-09,8376564065,8939,71.66,100.0,3.89,27507,0.719,82.82,937080.67,81.13,81.13,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,81.13,Medium Scale,Moderate,Tier 4,672,Established
PRG-04983,Smart City Initiative,DISKOMINFO,Junrejo,2025-03-02,6635836578,14362,74.66,96.95,4.28,23434,0.717,60.3,462041.26,79.0,79.0,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,81.4853017019082,Medium Scale,High,Tier 3,436,Established
PRG-04984,Public WiFi Expansion,DISKOMINFO,Batu,2025-04-01,1388518891,46166,88.76,96.7,4.41,112404,0.119,69.35,30076.66,82.63,82.63,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,85.44984488107548,Large Scale,High,Tier 1,406,Established
PRG-04985,Environmental Sustainability,Dinas Lingkungan Hidup,Batu,2025-12-24,1952804067,31693,77.54,92.79,4.14,88112,0.342,93.76,61616.26,83.33,83.33,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,89.80493587671084,Large Scale,High,Tier 1,139,Early Stage
PRG-04986,Youth Entrepreneurship,Dinas Koperasi,Junrejo,2025-05-02,5389232540,33242,62.5,91.93,3.33,40396,0.194,72.28,162121.19,69.6,69.6,Low Impact,In Progress,High,Conduct a strategic review and redesign the program.,75.70977917981071,Large Scale,Moderate,Tier 3,375,Established
